Holdings details

Total Stock Market ETF (VTI)


Equity,as of 09/30/2025

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,BQB4DZ8,Hanover Bancorp Inc,HNVR,<0.01%,Regional Banks,US,---,"$4,331,817.30","192,954"
,BYMG199,NexPoint Diversified Real Estate Trust,NXDT,<0.01%,Diversified REITs,US,---,"$4,330,499.13","1,173,577"
,2549136,Ohio Valley Banc Corp,OVBC,<0.01%,Regional Banks,US,---,"$4,327,991.28","117,036"
,B02T2D1,Franklin Street Properties Corp,FSP,<0.01%,Office REITs,US,---,"$4,323,604.80","2,702,253"
,2400619,Amtech Systems Inc,ASYS,<0.01%,Semiconductor Materials & Equipment,US,---,"$4,292,732.28","463,578"
,BQSB4S2,Proficient Auto Logistics Inc,PAL,<0.01%,Cargo Ground Transportation,US,---,"$4,289,355.72","622,548"
,BJ1FDK7,Beyond Meat Inc,BYND,<0.01%,Packaged Foods & Meats,US,---,"$4,286,835.63","2,268,167"
,BMZ8228,Cardiff Oncology Inc,CRDF,<0.01%,Biotechnology,US,---,"$4,283,090.20","2,079,170"
,BN4JN37,Neumora Therapeutics Inc,NMRA,<0.01%,Pharmaceuticals,US,---,"$4,249,428.82","2,334,851"
,2367781,Evolution Petroleum Corp,EPM,<0.01%,Oil & Gas Exploration & Production,US,---,"$4,238,312.76","879,318"
,2615112,Entravision Communications Corp,EVC,<0.01%,Broadcasting,US,---,"$4,226,873.97","1,814,109"
,2616085,Lantronix Inc,LTRX,<0.01%,Communications Equipment,US,---,"$4,215,272.03","922,379"
,BNZJKK2,Exodus Movement Inc,EXOD,<0.01%,Application Software,US,---,"$4,202,113.92","151,264"
,2548597,KORU Medical Systems Inc,KRMD,<0.01%,Health Care Equipment,US,---,"$4,179,732.62","1,091,314"
,B1W52D6,FONAR Corp,FONR,<0.01%,Health Care Equipment,US,---,"$4,172,237.46","277,041"
,BN2SCX9,Stem Inc,STEM,<0.01%,Electrical Components & Equipment,US,---,"$4,167,727.68","237,884"
,2775317,Security National Financial Corp,SNFCA,<0.01%,Commercial & Residential Mortgage Finance,US,---,"$4,166,437.86","480,558"
,BRF1R61,SR Bancorp Inc,SRBK,<0.01%,Regional Banks,US,---,"$4,155,393.66","275,374"
,2718969,RCM Technologies Inc,RCMT,<0.01%,Research & Consulting Services,US,---,"$4,149,154.35","156,277"
,BN13S71,OmniAb Inc,OABI,<0.01%,Life Sciences Tools & Services,US,---,"$4,136,369.60","2,585,231"
,BMX0JN6,Avita Medical Inc,RCEL,<0.01%,Biotechnology,US,---,"$4,134,230.17","809,047"
,BRDV1W7,Vistagen Therapeutics Inc,VTGN,<0.01%,Biotechnology,US,---,"$4,130,030.95","1,163,389"
,2006329,Acme United Corp,ACU,<0.01%,Office Services & Supplies,US,---,"$4,093,744.98","99,411"
,2166397,Kronos Worldwide Inc,KRO,<0.01%,Commodity Chemicals,US,---,"$4,089,193.22","712,403"
,2748911,Hooker Furnishings Corp,HOFT,<0.01%,Home Furnishings,US,---,"$4,085,486.65","402,511"
,BD8GP05,Outdoor Holding Co,POWW,<0.01%,Leisure Products,US,---,"$4,064,540.28","2,746,311"
,BMDJ0D0,Viant Technology Inc,DSP,<0.01%,Application Software,US,---,"$4,058,602.70","470,290"
,BMDMZV2,American Outdoor Brands Inc,AOUT,<0.01%,Leisure Products,US,---,"$4,054,497.44","467,108"
,2035754,Anika Therapeutics Inc,ANIK,<0.01%,Biotechnology,US,---,"$4,041,379.60","429,934"
,2500951,Lakeland Industries Inc,LAKE,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$4,031,238.80","272,381"
,2958293,Westwood Holdings Group Inc,WHG,<0.01%,Asset Management & Custody Banks,US,---,"$4,008,488.14","243,086"
,BNKJ933,Olaplex Holdings Inc,OLPX,<0.01%,Personal Care Products,US,---,"$4,005,822.80","3,057,880"
,2714569,United Security Bancshares/Fresno CA,UBFO,<0.01%,Regional Banks,US,---,"$3,994,294.29","428,113"
,2572604,Maui Land & Pineapple Co Inc,MLP,<0.01%,Real Estate Operating Companies,US,---,"$3,951,680.00","212,000"
,BD0NG78,Atomera Inc,ATOM,<0.01%,Semiconductor Materials & Equipment,US,---,"$3,950,220.30","893,715"
,BSF04R5,TuHURA Biosciences Inc,HURA,<0.01%,Biotechnology,US,---,"$3,945,615.52","1,590,974"
,2573083,Sangamo Therapeutics Inc,SGMO,<0.01%,Biotechnology,US,---,"$3,943,300.43","5,855,807"
,BNVTCF5,Grabagun Digital Holdings Inc,PEW,<0.01%,Other Specialty Retail,US,---,"$3,930,849.80","843,530"
,BJVLKZ9,Cassava Sciences Inc,SAVA,<0.01%,Pharmaceuticals,US,---,"$3,901,192.56","1,340,616"
,BRJW0F0,GCI LIBERTY INC-CL A,GLIBA,<0.01%,Integrated Telecommunication Services,US,---,"$3,877,591.31","103,251"
,BNYD8N4,BitMine Immersion Technologies Inc,BMNR,<0.01%,Application Software,US,---,"$3,853,206.00","74,200"
,2848253,BCB Bancorp Inc,BCBP,<0.01%,Regional Banks,US,---,"$3,833,504.64","441,648"
,BN6HHQ0,Montauk Renewables Inc,MNTK,<0.01%,Renewable Electricity,US,---,"$3,831,546.42","1,906,242"
,BKY5HD2,Kaltura Inc,KLTR,<0.01%,Application Software,US,---,"$3,814,804.80","2,649,170"
,BF329J9,Funko Inc,FNKO,<0.01%,Leisure Products,US,---,"$3,813,370.72","1,108,538"
,2321561,Escalade Inc,ESCA,<0.01%,Leisure Products,US,---,"$3,806,535.39","302,827"
,BNKDSV6,Modiv Industrial Inc,MDV,<0.01%,Diversified REITs,US,---,"$3,794,102.40","259,160"
,2620042,Landmark Bancorp Inc/Manhattan KS,LARK,<0.01%,Regional Banks,US,---,"$3,778,957.03","141,587"
,BQB9YW7,Wheels Up Experience Inc,UP,<0.01%,Passenger Airlines,US,---,"$3,766,952.88","2,047,257"
,BCZS820,Fate Therapeutics Inc,FATE,<0.01%,Biotechnology,US,---,"$3,759,193.62","2,983,487"
,2300087,Eastern Co/The,EML,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$3,752,098.56","159,936"
,BN6V126,Inovio Pharmaceuticals Inc,INO,<0.01%,Biotechnology,US,---,"$3,751,663.50","1,603,275"
,BS70KX1,Hycroft Mining Holding Corp,HYMC,<0.01%,Gold,US,---,"$3,746,207.40","604,227"
,BVBCV08,Forge Global Holdings Inc,FRGE,<0.01%,Diversified Capital Markets,US,---,"$3,740,950.20","221,358"
,2398855,Forrester Research Inc,FORR,<0.01%,Research & Consulting Services,US,---,"$3,736,828.60","352,531"
,B06T0P5,FreightCar America Inc,RAIL,<0.01%,Construction Machinery & Heavy Transportation Equipment,US,---,"$3,736,771.74","382,083"
,BN941G6,J Jill Inc,JILL,<0.01%,Apparel Retail,US,---,"$3,731,119.70","217,558"
,BBGT609,Fossil Group Inc,FOSL,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$3,700,139.51","1,439,743"
,BKVK9N4,European Wax Center Inc,EWCZ,<0.01%,Specialized Consumer Services,US,---,"$3,686,456.76","923,924"
,BF22688,Hamilton Beach Brands Holding Co,HBB,<0.01%,Household Appliances,US,---,"$3,669,925.56","255,388"
,BPTH5D4,Genelux Corp,GNLX,<0.01%,Biotechnology,US,---,"$3,656,272.20","870,541"
,BN2T5Q6,Sight Sciences Inc,SGHT,<0.01%,Health Care Equipment,US,---,"$3,636,613.20","1,057,155"
,BKP4P23,DocGo Inc,DCGO,<0.01%,Health Care Services,US,---,"$3,634,589.12","2,672,492"
,BPJMTC6,Seres Therapeutics Inc,MCRB,<0.01%,Biotechnology,US,---,"$3,630,549.52","188,698"
,BNM4710,WM Technology Inc,MAPS,<0.01%,Application Software,US,---,"$3,630,347.60","3,129,610"
,BMQ67R1,M-Tron Industries Inc,MPTI,<0.01%,Electronic Components,US,---,"$3,617,628.88","65,206"
,BLBNS33,Inhibikase Therapeutics Inc,IKT,<0.01%,Biotechnology,US,---,"$3,609,833.04","2,228,292"
,2019736,inTEST Corp,INTT,<0.01%,Semiconductor Materials & Equipment,US,---,"$3,607,657.68","461,928"
,BN0TRH3,Finward Bancorp,FNWD,<0.01%,Regional Banks,US,---,"$3,601,781.60","112,240"
,2490728,Kewaunee Scientific Corp,KEQU,<0.01%,Health Care Equipment,US,---,"$3,599,617.35","84,399"
,B1G0F83,eHealth Inc,EHTH,<0.01%,Insurance Brokers,US,---,"$3,541,445.11","821,681"
,BF1STB1,SoundThinking Inc,SSTI,<0.01%,Application Software,US,---,"$3,531,614.22","292,837"
,BWX70S9,DHI Group Inc,DHX,<0.01%,Interactive Media & Services,US,---,"$3,522,329.50","1,267,025"
,2736109,Richardson Electronics Ltd/United States,RELL,<0.01%,Technology Distributors,US,---,"$3,497,105.48","357,212"
,BPT3606,Intellicheck Inc,IDN,<0.01%,Application Software,US,---,"$3,485,976.00","670,380"
,BMCCS58,Sunrise Realty Trust Inc,SUNS,<0.01%,Mortgage REITs,US,---,"$3,462,987.00","333,300"
,BN0WQK8,AlTi Global Inc,ALTI,<0.01%,Asset Management & Custody Banks,US,---,"$3,449,914.12","969,077"
,B1FL1D4,Energy Services of America Corp,ESOA,<0.01%,Oil & Gas Equipment & Services,US,---,"$3,448,692.45","333,207"
,BM8F4N1,LENSAR Inc,LNSR,<0.01%,Health Care Equipment,US,---,"$3,418,813.45","276,827"
,2495507,KVH Industries Inc,KVHI,<0.01%,Communications Equipment,US,---,"$3,414,863.20","609,797"
,2867805,Ascent Industries Co,ACNT,<0.01%,Steel,US,---,"$3,412,774.96","264,967"
,BS88BX1,Luminar Technologies Inc,LAZR,<0.01%,Automotive Parts & Equipment,US,---,"$3,408,641.39","1,784,629"
,BP6W0G0,Hyperfine Inc,HYPR,<0.01%,Health Care Equipment,US,---,"$3,391,870.45","2,339,221"
,BD6JFC8,AudioEye Inc,AEYE,<0.01%,Application Software,US,---,"$3,374,230.86","243,451"
,BVVM4K9,Rithm Property Trust Inc,RPT,<0.01%,Mortgage REITs,US,---,"$3,366,349.56","1,335,853"
,BYZLWZ4,HF Foods Group Inc,HFFG,<0.01%,Food Distributors,US,---,"$3,363,253.20","1,218,570"
,BMCWDS6,Seer Inc,SEER,<0.01%,Life Sciences Tools & Services,US,---,"$3,359,101.41","1,547,973"
,B9KR326,Aemetis Inc,AMTX,<0.01%,Oil & Gas Refining & Marketing,US,---,"$3,350,031.75","1,488,903"
,BL1J6B5,Nexpoint Real Estate Finance Inc,NREF,<0.01%,Mortgage REITs,US,---,"$3,349,911.56","236,242"
,BFXZQW0,Atossa Therapeutics Inc,ATOS,<0.01%,Biotechnology,US,---,"$3,341,777.81","3,854,415"
,BNVVLD2,BARK Inc,BARK,<0.01%,Other Specialty Retail,US,---,"$3,322,304.40","3,998,922"
,BN96366,AirSculpt Technologies Inc,AIRS,<0.01%,Health Care Services,US,---,"$3,321,643.40","414,170"
,2929705,Virco Mfg. Corp,VIRC,<0.01%,Office Services & Supplies,US,---,"$3,315,558.50","427,814"
,2446367,Hurco Cos Inc,HURC,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$3,314,613.00","190,495"
,2117920,Riverview Bancorp Inc,RVSB,<0.01%,Regional Banks,US,---,"$3,311,560.86","616,678"
,BRJJYT3,Vor BioPharma Inc,VOR,<0.01%,Biotechnology,US,---,"$3,302,485.20","67,785"
,BF1GM49,Cardlytics Inc,CDLX,<0.01%,Advertising,US,---,"$3,288,037.86","1,353,102"
,2704292,Pro-Dex Inc,PDEX,<0.01%,Health Care Equipment,US,---,"$3,246,451.95","95,907"
,2357566,Full House Resorts Inc,FLL,<0.01%,Casinos & Gaming,US,---,"$3,245,165.55","1,010,955"
,BFDV8K0,MacroGenics Inc,MGNX,<0.01%,Biotechnology,US,---,"$3,245,012.40","1,931,555"
,BKZ8V05,Genasys Inc,GNSS,<0.01%,Communications Equipment,US,---,"$3,204,259.45","1,307,861"
,BNLZ6B7,Star Holdings,STHO,<0.01%,Real Estate Development,US,---,"$3,203,445.20","389,240"
,2966144,Red Robin Gourmet Burgers Inc,RRGB,<0.01%,Restaurants,US,---,"$3,190,606.58","465,103"
,BNKLRT1,Innovage Holding Corp,INNV,<0.01%,Health Care Services,US,---,"$3,185,056.44","617,259"
,B0J2NS5,iRobot Corp,IRBT,<0.01%,Household Appliances,US,---,"$3,175,071.39","884,421"
,BZ159N4,GrowGeneration Corp,GRWG,<0.01%,Home Improvement Retail,US,---,"$3,164,915.16","1,692,468"
,2160689,CSP Inc,CSPI,<0.01%,IT Consulting & Other Services,US,---,"$3,152,283.75","272,925"
,BGPYWG8,Epsilon Energy Ltd,EPSN,<0.01%,Oil & Gas Exploration & Production,US,---,"$3,146,592.96","624,324"
,B3BBRD4,FutureFuel Corp,FF,<0.01%,Oil & Gas Refining & Marketing,US,---,"$3,140,832.84","809,493"
,BTHWR44,Scilex Holding Co,SCLX,<0.01%,Pharmaceuticals,US,---,"$3,127,683.36","158,927"
,BSKS2D6,B Riley Financial Inc,RILY,<0.01%,Investment Banking & Brokerage,US,---,"$3,124,213.98","522,881"
,BP487R0,Monogram Technologies Inc,MGRM,<0.01%,Health Care Equipment,US,---,"$3,120,433.30","531,590"
,BMFZ3K4,Coya Therapeutics Inc,COYA,<0.01%,Biotechnology,US,---,"$3,105,228.90","544,777"
,BJDQMV2,Sanara Medtech Inc,SMTI,<0.01%,Health Care Supplies,US,---,"$3,096,372.05","97,585"
,B91MNB9,Research Solutions Inc/CA,RSSS,<0.01%,IT Consulting & Other Services,US,---,"$3,091,349.40","828,780"
,BL98829,Expensify Inc,EXFY,<0.01%,Application Software,US,---,"$3,089,971.75","1,670,255"
,BF5QHG2,Clarus Corp,CLAR,<0.01%,Leisure Products,US,---,"$3,081,319.50","880,377"
,BM8FWT3,Shattuck Labs Inc,STTK,<0.01%,Biotechnology,US,---,"$3,074,598.77","1,286,443"
,BQPDJX1,Complete Solaria Inc,SPWR,<0.01%,Electrical Components & Equipment,US,---,"$3,071,874.08","1,745,383"
,B1DZ912,Gold Resource Corp,GORO,<0.01%,Gold,US,---,"$3,046,665.63","3,643,901"
,BKX9V77,Duos Technologies Group Inc,DUOT,<0.01%,Systems Software,US,---,"$3,032,577.60","412,035"
,BLM7DY0,Sportsman's Warehouse Holdings Inc,SPWH,<0.01%,Other Specialty Retail,US,---,"$3,026,695.90","1,092,670"
,BP92Z62,Elicio Therapeutics Inc,ELTX,<0.01%,Biotechnology,US,---,"$3,017,591.14","275,831"
,BYYMYP2,Lifevantage Corp,LFVN,<0.01%,Personal Care Products,US,---,"$3,003,709.38","308,706"
,BSKPBC9,Airship AI Holdings Inc,AISP,<0.01%,Systems Software,US,---,"$2,996,314.86","579,558"
,BF7NLD6,Anixa Biosciences Inc,ANIX,<0.01%,Biotechnology,US,---,"$2,995,789.50","907,815"
,BN4RCJ0,Rackspace Technology Inc,RXT,<0.01%,Internet Services & Infrastructure,US,---,"$2,980,317.00","2,113,700"
,BK80YJ8,Nkarta Inc,NKTX,<0.01%,Biotechnology,US,---,"$2,939,892.66","1,420,238"
,BNLYJG0,Zevia PBC,ZVIA,<0.01%,Soft Drinks & Non-alcoholic Beverages,US,---,"$2,926,869.60","1,076,055"
,BD58J68,One Stop Systems Inc,OSS,<0.01%,"Technology Hardware, Storage & Peripherals",US,---,"$2,912,216.64","543,324"
,BDT5ZF6,Biglari Holdings Inc,BH/A,<0.01%,Restaurants,US,---,"$2,909,235.00","1,883"
,BNKF6N0,Biomea Fusion Inc,BMEA,<0.01%,Biotechnology,US,---,"$2,901,683.54","1,436,477"
,BQB9HM8,Cartesian Therapeutics Inc,RNAC,<0.01%,Biotechnology,US,---,"$2,879,781.38","281,779"
,BNBV240,BRC Inc,BRCC,<0.01%,Packaged Foods & Meats,US,---,"$2,879,440.20","1,845,795"
,2620558,NN Inc,NNBR,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$2,857,448.66","1,387,111"
,B0FPH75,Omega Flex Inc,OFLX,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$2,838,708.18","91,028"
,BQWNKK8,Alto Neuroscience Inc,ANRO,<0.01%,Pharmaceuticals,US,---,"$2,837,356.20","705,810"
,2737102,Marine Products Corp,MPX,<0.01%,Leisure Products,US,---,"$2,831,516.88","319,224"
,BRXYZ79,Ramaco Resources Inc,METCB,<0.01%,Steel,US,---,"$2,828,188.25","167,845"
,BVF91W7,QVC Group Inc,QVCGA,<0.01%,Broadline Retail,US,---,"$2,825,413.05","209,445"
,BSHSLK9,AirJoule Technologies Corp,AIRJ,<0.01%,Industrial Machinery & Supplies & Components,US,---,"$2,818,980.78","601,062"
,BLBR8D5,Pyxis Oncology Inc,PYXS,<0.01%,Biotechnology,US,---,"$2,812,733.34","1,266,997"
,2412636,Gulf Island Fabrication Inc,GIFI,<0.01%,Oil & Gas Equipment & Services,US,---,"$2,811,846.96","400,548"
,BRJF7G9,Agenus Inc,AGEN,<0.01%,Biotechnology,US,---,"$2,805,856.90","728,794"
,BPG5F19,Lucky Strike Entertainment Corp,LUCK,<0.01%,Leisure Facilities,US,---,"$2,805,340.16","273,959"
,BD9GDZ5,CPI Card Group Inc,PMTS,<0.01%,"Technology Hardware, Storage & Peripherals",US,---,"$2,788,364.08","184,172"
,BMWCNP3,Identiv Inc,INVE,<0.01%,Electronic Equipment & Instruments,US,---,"$2,766,855.15","801,987"
,2136055,Provident Financial Holdings Inc,PROV,<0.01%,Regional Banks,US,---,"$2,757,667.50","175,090"
,2022239,Century Casinos Inc,CNTY,<0.01%,Casinos & Gaming,US,---,"$2,750,887.80","1,053,980"
,BRDV332,Net Power Inc,NPWR,<0.01%,Heavy Electrical Equipment,US,---,"$2,729,600.44","906,844"
,2031804,AMREP Corp,AXR,<0.01%,Real Estate Development,US,---,"$2,714,250.24","113,472"
,BF950B1,TTEC Holdings Inc,TTEC,<0.01%,Data Processing & Outsourced Services,US,---,"$2,708,338.08","806,053"
,BPLV664,Strawberry Fields REIT Inc,STRW,<0.01%,Health Care REITs,US,---,"$2,695,360.50","219,135"
,BN2XDN1,CF Bankshares Inc,CFBK,<0.01%,Regional Banks,US,---,"$2,685,872.75","112,145"
,BPBPG77,Aeluma Inc,ALMU,<0.01%,Semiconductor Materials & Equipment,US,---,"$2,680,408.50","166,485"
,BMCCHR3,Lucid Diagnostics Inc,LUCD,<0.01%,Health Care Equipment,US,---,"$2,648,561.38","2,622,338"
,BJJH0B5,Flexible Solutions International Inc,FSI,<0.01%,Specialty Chemicals,US,---,"$2,614,763.24","271,241"
,BRC3Q30,Legacy Education Inc,LGCY,<0.01%,Education Services,US,---,"$2,614,131.63","273,159"
,BQ9D380,Adverum Biotechnologies Inc,ADVM,<0.01%,Biotechnology,US,---,"$2,598,888.18","573,706"
,BP2BRR1,Playstudios Inc,MYPS,<0.01%,Interactive Home Entertainment,US,---,"$2,595,103.18","2,695,931"
,BMDWW66,Pliant Therapeutics Inc,PLRX,<0.01%,Pharmaceuticals,US,---,"$2,593,031.04","1,752,048"
,BD0R8F2,Gaia Inc,GAIA,<0.01%,Movies & Entertainment,US,---,"$2,560,092.16","432,448"
,BNGJGH0,Assertio Holdings Inc,ASRT,<0.01%,Pharmaceuticals,US,---,"$2,523,261.23","2,864,738"
,2060358,AstroNova Inc,ALOT,<0.01%,"Technology Hardware, Storage & Peripherals",US,---,"$2,508,339.20","244,955"
,BNLYBJ7,TScan Therapeutics Inc,TCRX,<0.01%,Biotechnology,US,---,"$2,506,187.32","1,377,026"
,BLDD8L9,BGSF Inc,BGSF,<0.01%,Human Resource & Employment Services,US,---,"$2,498,624.90","351,919"
,BMBPL15,Biote Corp,BTMD,<0.01%,Pharmaceuticals,US,---,"$2,496,273.00","832,091"
,BK8WN64,Envela Corp,ELA,<0.01%,Other Specialty Retail,US,---,"$2,474,442.30","316,830"
,BJCWJK9,QuickLogic Corp,QUIK,<0.01%,Semiconductors,US,---,"$2,472,267.90","407,965"
,BP84RX0,Townsquare Media Inc,TSQ,<0.01%,Broadcasting,US,---,"$2,471,421.12","367,771"
,BP92744,Context Therapeutics Inc,CNTX,<0.01%,Pharmaceuticals,US,---,"$2,470,407.06","2,549,966"
,9020980,KORRO BIO INC - CVR (NOV 2023),---,<0.01%,Biotechnology,US,---,"$2,444,828.57","1,246,700"
,2031923,Union Bankshares Inc/Morrisville VT,UNB,<0.01%,Regional Banks,US,---,"$2,424,598.24","97,924"
,BMTLCT0,Alto Ingredients Inc,ALTO,<0.01%,Specialty Chemicals,US,---,"$2,416,635.00","2,237,625"
,BGDFSM1,Travelzoo,TZOO,<0.01%,Interactive Media & Services,US,---,"$2,404,752.22","244,634"
,BF2CWX5,NI Holdings Inc,NODK,<0.01%,Property & Casualty Insurance,US,---,"$2,403,889.68","177,278"
,BSKNQ40,Fifth District Bancorp Inc,FDSB,<0.01%,Regional Banks,US,---,"$2,385,468.60","172,236"
,BNKH4B0,ONE Group Hospitality Inc/The,STKS,<0.01%,Restaurants,US,---,"$2,385,135.44","805,789"
,BRBDTR6,TriSalus Life Sciences Inc,TLSI,<0.01%,Biotechnology,US,---,"$2,364,218.10","508,434"
,BNNTVV2,1stdibs.com Inc,DIBS,<0.01%,Broadline Retail,US,---,"$2,359,179.20","910,880"
,BF0T595,Wrap Technologies Inc,WRAP,<0.01%,Electronic Equipment & Instruments,US,---,"$2,342,330.55","1,079,415"
,2223872,Consumer Portfolio Services Inc,CPSS,<0.01%,Consumer Finance,US,---,"$2,340,922.80","310,056"
,BV6KRV0,Vivid Seats Inc,SEAT,<0.01%,Movies & Entertainment,US,---,"$2,337,603.00","140,650"
,BRF2YT6,Fractyl Health Inc,GUTS,<0.01%,Health Care Equipment,US,---,"$2,336,436.63","1,469,457"
,BMQ5T49,Zentalis Pharmaceuticals Inc,ZNTL,<0.01%,Biotechnology,US,---,"$2,333,629.50","1,545,450"
,2909064,Ultralife Corp,ULBI,<0.01%,Electrical Components & Equipment,US,---,"$2,322,537.36","340,548"
,BYPFK63,Ovid therapeutics Inc,OVID,<0.01%,Biotechnology,US,---,"$2,314,864.50","1,780,665"
,BPYS3X8,Offerpad Solutions Inc,OPAD,<0.01%,Real Estate Services,US,---,"$2,304,287.79","552,587"
,2482026,Northern Technologies International Corp,NTIC,<0.01%,Specialty Chemicals,US,---,"$2,289,923.97","297,007"
,BN2T5R7,Sera Prognostics Inc,SERA,<0.01%,Biotechnology,US,---,"$2,279,629.62","744,977"
,BMBSDL8,Playboy Inc,PLBY,<0.01%,"Apparel, Accessories & Luxury Goods",US,---,"$2,276,333.22","1,548,526"
,BF8H8T2,Cherry Hill Mortgage Investment Corp,CHMI,<0.01%,Mortgage REITs,US,---,"$2,271,429.71","950,389"
,BJ0LV13,Immunic Inc,IMUX,<0.01%,Biotechnology,US,---,"$2,268,197.23","2,572,819"
,2180438,Cato Corp/The,CATO,<0.01%,Apparel Retail,US,---,"$2,259,881.69","536,789"
,BD6HJQ4,Heritage Global Inc,HGBL,<0.01%,Asset Management & Custody Banks,US,---,"$2,257,877.22","1,360,167"
,BPRB2N7,Orchestra BioMed Holdings Inc,OBIO,<0.01%,Health Care Equipment,US,---,"$2,253,967.84","908,858"
,2911865,Unifi Inc,UFI,<0.01%,Textiles,US,---,"$2,250,932.60","472,885"
,BYMLKZ3,Comstock Holding Cos Inc,CHCI,<0.01%,Diversified Real Estate Activities,US,---,"$2,249,207.43","160,543"
,BRRD033,American Well Corp,AMWL,<0.01%,Health Care Technology,US,---,"$2,245,943.10","365,194"
,2963305,Crexendo Inc,CXDO,<0.01%,Internet Services & Infrastructure,US,---,"$2,217,007.00","341,078"
,BQBBF75,Skye Bioscience Inc,SKYE,<0.01%,Biotechnology,US,---,"$2,207,999.76","561,832"
,BNGH209,FitLife Brands Inc,FTLF,<0.01%,Personal Care Products,US,---,"$2,206,437.48","110,932"
,BVDKGD8,Pixelworks Inc,PXLW,<0.01%,Semiconductors,US,---,"$2,202,839.44","200,989"
,BNZJTJ4,Nerdy Inc,NRDY,<0.01%,Education Services,US,---,"$2,184,732.90","1,733,915"
,2215341,Comtech Telecommunications Corp,CMTL,<0.01%,Communications Equipment,US,---,"$2,180,334.78","845,091"
,BS7K7H4,Upland Software Inc,UPLD,<0.01%,Application Software,US,---,"$2,179,449.63","919,599"
,BNXL732,Teads Holding Co,TEAD,<0.01%,Interactive Media & Services,US,---,"$2,173,282.65","1,317,141"
,BS82D93,Fortress Biotech Inc,FBIO,<0.01%,Biotechnology,US,---,"$2,162,498.75","585,250"
,2042163,Alpha Pro Tech Ltd,APT,<0.01%,Building Products,US,---,"$2,158,312.53","451,058"
,BTCHBL9,Chime Financial Inc,CHYM,<0.01%,Transaction & Payment Processing Services,US,---,"$2,154,720.76","106,828"
,BPG9KV6,Nuvectis Pharma Inc,NVCT,<0.01%,Biotechnology,US,---,"$2,152,908.52","357,626"
,BF4HN80,Spero Therapeutics Inc,SPRO,<0.01%,Biotechnology,US,---,"$2,144,972.84","1,140,943"
,BNLYJ82,Rapid Micro Biosystems Inc,RPID,<0.01%,Life Sciences Tools & Services,US,---,"$2,138,511.82","640,273"
,BPBLY26,NSTS Bancorp Inc,NSTS,<0.01%,Regional Banks,US,---,"$2,135,108.36","182,644"
,BP5GWR8,Journey Medical Corp,DERM,<0.01%,Pharmaceuticals,US,---,"$2,130,781.04","299,267"
,B3VL8R5,Altisource Portfolio Solutions SA,ASPS,<0.01%,Real Estate Services,US,---,"$2,122,574.74","182,039"
,BHNDW97,Apyx Medical Corp,APYX,<0.01%,Health Care Equipment,US,---,"$2,116,883.72","989,198"
,B197DL0,Summit State Bank,SSBI,<0.01%,Regional Banks,US,---,"$2,115,168.36","177,596"
,BN72WR0,Traeger Inc,COOK,<0.01%,Household Appliances,US,---,"$2,109,870.44","1,729,402"
,B86P8R7,Destination XL Group Inc,DXLG,<0.01%,Apparel Retail,US,---,"$2,094,895.67","1,599,157"
,BMW5084,PMV Pharmaceuticals Inc,PMVP,<0.01%,Biotechnology,US,---,"$2,088,632.00","1,491,880"
,B83R9K6,NetSol Technologies Inc,NTWK,<0.01%,Application Software,US,---,"$2,086,371.00","439,236"
,BMVFC23,Stubhub Holdings Inc,STUB,<0.01%,Specialized Consumer Services,US,---,"$2,084,657.28","123,792"
,2321679,Espey Mfg. & Electronics Corp,ESP,<0.01%,Electrical Components & Equipment,US,---,"$2,071,404.95","52,295"
,B00SMG3,GSI Technology Inc,GSIT,<0.01%,Semiconductors,US,---,"$2,068,697.28","562,146"
,BMHF5J5,Cognition Therapeutics Inc,CGTX,<0.01%,Pharmaceuticals,US,---,"$2,062,057.50","1,527,450"
,BF12XC2,Sutro Biopharma Inc,STRO,<0.01%,Biotechnology,US,---,"$2,052,833.34","2,363,926"
,BVDCVR3,Unicycive Therapeutics Inc,UNCY,<0.01%,Biotechnology,US,---,"$2,046,972.04","469,489"
,BP7L561,Alpha Teknova Inc,TKNO,<0.01%,Life Sciences Tools & Services,US,---,"$2,036,918.54","329,066"
,2444123,1-800-Flowers.com Inc,FLWS,<0.01%,Other Specialty Retail,US,---,"$2,028,140.00","440,900"
,BQC4QK3,CervoMed Inc,CRVO,<0.01%,Biotechnology,US,---,"$2,023,907.66","250,174"
,2727813,RF Industries Ltd,RFIL,<0.01%,Electronic Manufacturing Services,US,---,"$2,006,153.03","243,761"
,BMCZQ19,Skillsoft Corp,SKIL,<0.01%,Human Resource & Employment Services,US,---,"$2,003,322.30","153,865"
,BQB5ML0,Jasper Therapeutics Inc,JSPR,<0.01%,Biotechnology,US,---,"$1,989,508.64","835,928"
,BYQQ1Q2,SWK Holdings Corp,SWKH,<0.01%,Specialized Finance,US,---,"$1,975,715.40","135,788"
